,Stance,Relevancy,,
8832,agree,0.571988821,0,
8833,unrelated,0.3275975585,1,
8834,unrelated,0.2477566153,1,
8835,discuss,0.5219296813,0,
8836,discuss,0.5581075549,0,
8837,unrelated,0.295701921,1,
8838,unrelated,0.4262516797,1,
8839,unrelated,0.3434639275,1,
8840,unrelated,0.2893509567,1,
8841,unrelated,0.3237103522,1,
8842,unrelated,0.1851055473,1,
8843,unrelated,0.4225021899,1,
8844,unrelated,0.1871515363,1,
8845,unrelated,0.2018852979,1,
8846,unrelated,0.349912554,1,
8847,unrelated,0.1815574914,1,
8848,unrelated,0.3047302067,1,
8849,unrelated,0.1665121317,1,
8850,unrelated,0.4062364697,1,
8851,unrelated,0.3239682913,1,
8852,unrelated,0.5006616712,1,
8853,unrelated,0.3876318932,1,
8854,unrelated,0.4752406478,1,
8855,unrelated,0.3150429428,1,
8856,unrelated,0.3432911038,1,
8857,unrelated,0.4933220148,1,
8858,unrelated,0.3217372,1,
8859,unrelated,0.3862409592,1,
8860,unrelated,0.4360504746,1,
8861,disagree,0.6397121549,1,
8862,unrelated,0.3121203482,1,
8863,unrelated,0.2915787697,1,
8864,unrelated,0.4267998636,1,
8865,unrelated,0.3946216404,1,
8866,unrelated,0.2957705855,1,
8867,unrelated,0.3828344345,1,
8868,unrelated,0.3926510811,1,
8869,unrelated,0.4389496744,1,
8870,unrelated,0.3704858124,1,
8871,unrelated,0.4664868414,1,
8872,agree,0.6579392552,1,
8873,agree,0.7064734101,1,
8874,unrelated,0.4866625369,1,
8875,unrelated,0.5069054961,1,
8876,unrelated,0.2266397029,1,
8877,unrelated,0.5227966905,1,
8878,unrelated,0.3445863724,1,
8879,unrelated,0.513785243,1,
8880,disagree,0.6609390974,1,
8881,unrelated,0.3207102418,1,
8882,discuss,0.8102205992,1,
8883,unrelated,0.4626958668,1,
8884,unrelated,0.3360934258,1,
8885,unrelated,0.3635405004,1,
8886,unrelated,0.4643930495,1,
8887,discuss,0.5365148187,0,
8888,unrelated,0.5252777934,1,
8889,unrelated,0.2713711262,1,
8890,unrelated,0.3806062937,1,
8891,unrelated,0.1808979511,1,
8892,unrelated,0.3974912763,1,
8893,unrelated,0.3301874697,1,
8894,unrelated,0.2708926797,1,
8895,unrelated,0.2428340763,1,
8896,unrelated,0.6259040236,0,
8897,unrelated,0.3549668789,1,
8898,disagree,0.3084761202,0,
8899,unrelated,0.3431665301,1,
8900,unrelated,0.5119507909,1,
8901,unrelated,0.2712338567,1,
8902,unrelated,0.3656506836,1,
8903,unrelated,0.2521149814,1,
8904,discuss,0.4110403359,0,
8905,unrelated,0.2724405229,1,
8906,unrelated,0.2847663462,1,
8907,discuss,0.4900999963,0,
8908,unrelated,0.462422967,1,
8909,unrelated,0.4214322865,1,
8910,unrelated,0.4282272756,1,
8911,unrelated,0.470043987,1,
8912,unrelated,0.3483349085,1,
8913,unrelated,0.3483963609,1,
8914,discuss,0.4689330757,0,
8915,unrelated,0.3944667578,1,
8916,agree,0.6944083571,1,
8917,unrelated,0.4701249003,1,
8918,unrelated,0.4913660586,1,
8919,unrelated,0.4844043553,1,
8920,unrelated,0.4350474477,1,
8921,unrelated,0.4295059443,1,
8922,unrelated,0.5094871521,1,
8923,unrelated,0.3203219771,1,
8924,unrelated,0.6422672272,0,
8925,discuss,0.4276463985,0,
8926,discuss,0.7044869661,1,
8927,unrelated,0.4046751857,1,
8928,agree,0.4318630695,0,
8929,unrelated,0.5256908536,1,
8930,unrelated,0.372277379,1,
8931,unrelated,0.437530458,1,
8932,unrelated,0.4087064862,1,
8933,unrelated,0.4456328154,1,
8934,discuss,0.6502752304,1,
8935,unrelated,0.4575027525,1,
8936,unrelated,0.3501192629,1,
8937,unrelated,0.2360626757,1,
8938,unrelated,0.264923811,1,
8939,unrelated,0.3622546196,1,
8940,discuss,0.6765434146,1,
8941,unrelated,0.3671218753,1,
8942,unrelated,0.601692915,0,
8943,unrelated,0.463178575,1,
8944,discuss,0.5064049959,0,
8945,unrelated,0.2987614274,1,
8946,unrelated,0.260379374,1,
8947,unrelated,0.276828438,1,
8948,unrelated,0.4175618887,1,
8949,discuss,0.5647568703,0,
8950,unrelated,0.143339619,1,
8951,unrelated,0.5094997883,1,
8952,unrelated,0.3292328715,1,
8953,unrelated,0.4905509055,1,
8954,discuss,0.7770856619,1,
8955,unrelated,0.415248543,1,
8956,unrelated,0.2796094418,1,
8957,agree,0.6499789357,1,
8958,unrelated,0.1116070971,1,
8959,unrelated,0.5137574673,1,
8960,unrelated,0.2384030074,1,
8961,unrelated,0.2811077535,1,
8962,unrelated,0.3848004639,1,
8963,unrelated,0.4479624331,1,
8964,unrelated,0.621475637,0,
8965,unrelated,0.2842851281,1,
8966,discuss,0.6774218082,1,
8967,discuss,0.4392646849,0,
8968,discuss,0.693449378,1,
8969,unrelated,0.3205616474,1,
8970,unrelated,0.4386937022,1,
8971,unrelated,0.345961839,1,
8972,unrelated,0.3458631933,1,
8973,agree,0.6044254303,1,
8974,unrelated,0.3196279705,1,
8975,discuss,0.4181779027,0,
8976,unrelated,0.4631825984,1,
8977,unrelated,0.5720553398,1,
8978,unrelated,0.6669520736,0,
8979,agree,0.5819298029,0,
8980,unrelated,0.3929172158,1,
8981,agree,0.5624515414,0,
8982,unrelated,0.4630224109,1,
8983,discuss,0.6860730648,1,
8984,unrelated,0.3929211199,1,
8985,unrelated,0.3541611731,1,
8986,unrelated,0.3119594157,1,
8987,unrelated,0.4813978374,1,
8988,disagree,0.3668053448,0,
8989,discuss,0.6637901664,1,
8990,unrelated,0.4147904217,1,
8991,unrelated,0.5000263453,1,
8992,discuss,0.5188422203,0,
8993,unrelated,0.306230396,1,
8994,unrelated,0.431155473,1,
8995,unrelated,0.3339290321,1,
8996,disagree,0.5067299008,0,
8997,unrelated,0.4655480683,1,
8998,unrelated,0.4959181547,1,
8999,discuss,0.4500059485,0,
9000,discuss,0.6996247768,1,
9001,unrelated,0.5112665296,1,
9002,unrelated,0.2832797468,1,
9003,unrelated,0.2542326748,1,
9004,unrelated,0.3612205982,1,
9005,unrelated,0.2788845897,1,
9006,unrelated,0.3753645122,1,
9007,discuss,0.7104649544,1,
9008,unrelated,0.4132338166,1,
9009,unrelated,0.3294008076,1,
9010,unrelated,0.3047302067,1,
9011,unrelated,0.3624344766,1,
9012,unrelated,0.1099171415,1,
9013,agree,0.6972144842,1,
9014,discuss,0.7240300179,1,
9015,unrelated,0.3967815936,1,
9016,disagree,0.3899076879,0,
9017,unrelated,0.1522365808,1,
9018,unrelated,0.3056742549,1,
9019,unrelated,0.5836704373,1,
9020,unrelated,0.4583182931,1,
9021,discuss,0.4397829771,0,
9022,unrelated,0.4458573759,1,
9023,unrelated,0.3059473336,1,
9024,unrelated,0.2549690008,1,
9025,discuss,0.6106525064,1,
9026,discuss,0.6230208278,1,
9027,unrelated,0.5558869243,1,
9028,unrelated,0.5247833133,1,
9029,unrelated,0.2741677463,1,
9030,unrelated,0.3831906021,1,
9031,discuss,0.5554986,0,
9032,unrelated,0.4100008309,1,
9033,unrelated,0.2689353824,1,
9034,unrelated,0.3041727245,1,
9035,unrelated,0.2628108859,1,
9036,unrelated,0.3143433332,1,
9037,unrelated,0.4399196804,1,
9038,unrelated,0.4386256337,1,
9039,discuss,0.6106992364,1,
9040,discuss,0.481200844,0,
9041,unrelated,0.2459497005,1,
9042,unrelated,0.3802781403,1,
9043,unrelated,0.2754156888,1,
9044,unrelated,0.3833933175,1,
9045,unrelated,0.4406022131,1,
9046,unrelated,0.3045713305,1,
9047,discuss,0.4250928164,0,
9048,discuss,0.6173483133,1,
9049,unrelated,0.4055637121,1,
9050,unrelated,0.4508479238,1,
9051,unrelated,0.3363218307,1,
9052,unrelated,0.3417638242,1,
9053,discuss,0.6214666367,1,
9054,unrelated,0.5239658952,1,
9055,unrelated,0.4023344815,1,
9056,agree,0.6651569605,1,
9057,unrelated,0.3580737412,1,
9058,unrelated,0.3695415854,1,
9059,unrelated,0.5496726036,1,
9060,unrelated,0.4226332009,1,
9061,unrelated,0.4169727564,1,
9062,unrelated,0.4356239736,1,
9063,discuss,0.6975967288,1,
9064,discuss,0.6164603829,1,
9065,unrelated,0.2980701625,1,
9066,unrelated,0.4369960129,1,
9067,unrelated,0.2750886381,1,
9068,discuss,0.7008031607,1,
9069,discuss,0.7338213921,1,
9070,unrelated,0.465194881,1,
9071,unrelated,0.2727108598,1,
9072,unrelated,0.3141223788,1,
9073,unrelated,0.481895119,1,
9074,unrelated,0.5285924673,1,
9075,unrelated,0.4150039852,1,
9076,unrelated,0.4055715501,1,
9077,unrelated,0.3208604753,1,
9078,agree,0.5462688208,0,
9079,unrelated,0.5115835071,1,
9080,unrelated,0.4194041491,1,
9081,unrelated,0.3386256695,1,
9082,unrelated,0.2752741575,1,
9083,unrelated,0.3599047959,1,
9084,unrelated,0.5339313149,1,
9085,discuss,0.5460991859,0,
9086,discuss,0.7914549708,1,
9087,unrelated,0.4524404109,1,
9088,unrelated,0.4071801305,1,
9089,unrelated,0.3868517578,1,
9090,unrelated,0.3878914416,1,
9091,discuss,0.5718688965,0,
9092,unrelated,0.4603317082,1,
9093,unrelated,0.284627378,1,
9094,unrelated,0.3670023084,1,
9095,discuss,0.4952630997,0,
9096,discuss,0.5027003884,0,
9097,unrelated,0.3703961372,1,
9098,unrelated,0.3789556026,1,
9099,unrelated,0.4102452695,1,
9100,unrelated,0.5070505142,1,
9101,unrelated,0.3364527524,1,
9102,discuss,0.4387584925,0,
9103,unrelated,0.6215754747,0,
9104,unrelated,0.4952642024,1,
9105,unrelated,0.5716561079,1,
9106,agree,0.6436140537,1,
9107,unrelated,0.2988545001,1,
9108,unrelated,0.4420583546,1,
9109,unrelated,0.2886305153,1,
9110,discuss,0.731185019,1,
9111,unrelated,0.3702095151,1,
9112,unrelated,0.3170410097,1,
9113,discuss,0.5837894082,0,
9114,unrelated,0.4028533399,1,
9115,unrelated,0.3621107042,1,
9116,agree,0.487962395,0,
9117,unrelated,0.4179380536,1,
9118,unrelated,0.4871455133,1,
9119,unrelated,0.3797873557,1,
9120,unrelated,0.2261202931,1,
9121,unrelated,0.4805912673,1,
9122,unrelated,0.3346530199,1,
9123,discuss,0.58249259,0,
9124,unrelated,0.2968629599,1,
9125,unrelated,0.4398444891,1,
9126,unrelated,0.3009149134,1,
9127,agree,0.6217723489,1,
9128,unrelated,0.2875371873,1,
9129,unrelated,0.2847375572,1,
9130,unrelated,0.4844747484,1,
9131,unrelated,0.3482916951,1,
9132,discuss,0.6729764938,1,
9133,unrelated,0.3355808556,1,
9134,unrelated,0.3253769279,1,
9135,discuss,0.733602345,1,
9136,unrelated,0.4694533944,1,
9137,unrelated,0.3513157368,1,
9138,unrelated,0.3418747485,1,
9139,unrelated,0.3996891081,1,
9140,agree,0.6763596535,1,
9141,unrelated,0.3426243663,1,
9142,discuss,0.4995160401,0,
9143,unrelated,0.5906313062,1,
9144,unrelated,0.4675506651,1,
9145,discuss,0.65599823,1,
9146,agree,0.5035457611,0,
9147,discuss,0.5671392679,0,
9148,unrelated,0.5369015932,1,
9149,unrelated,0.3640001416,1,
9150,unrelated,0.3088356256,1,
9151,discuss,0.7410794497,1,
9152,unrelated,0.3587785363,1,
9153,unrelated,0.414822489,1,
9154,unrelated,0.3439589739,1,
9155,discuss,0.7242890596,1,
9156,unrelated,0.4201123714,1,
9157,unrelated,0.3777565062,1,
9158,discuss,0.611030221,1,
9159,discuss,0.5798249245,0,
9160,unrelated,0.6037448645,0,
9161,unrelated,0.3316133022,1,
9162,unrelated,0.3954586387,1,
9163,unrelated,0.1320095956,1,
9164,unrelated,0.4773287177,1,
9165,unrelated,0.363856703,1,
9166,discuss,0.5244182348,0,
9167,unrelated,0.4129989147,1,
9168,unrelated,0.4086143374,1,
9169,unrelated,0.4874625206,1,
9170,unrelated,0.4594646692,1,
9171,unrelated,0.5471317768,1,
9172,unrelated,0.2907198071,1,
9173,unrelated,0.4526877701,1,
9174,unrelated,0.5080217123,1,
9175,unrelated,0.4955514073,1,
9176,unrelated,0.595179975,1,
9177,unrelated,0.3363535106,1,
9178,discuss,0.6270984411,1,
9179,unrelated,0.2561835349,1,
9180,unrelated,0.4375083745,1,
9181,unrelated,0.3754655719,1,
9182,discuss,0.5944552422,0,
9183,unrelated,0.4889121652,1,
9184,unrelated,0.5517368913,1,
9185,unrelated,0.5227107406,1,
9186,unrelated,0.4407034218,1,
9187,unrelated,0.335398972,1,
9188,discuss,0.6592416167,1,
9189,unrelated,0.4511339962,1,
9190,unrelated,0.5659894347,1,
9191,unrelated,0.425151974,1,
9192,unrelated,0.3074609935,1,
9193,unrelated,0.4178512394,1,
9194,unrelated,0.3995237052,1,
9195,discuss,0.600117445,1,
9196,unrelated,0.3343355358,1,
9197,unrelated,0.3266891837,1,
9198,discuss,0.566168189,0,
9199,unrelated,0.4558735192,1,
9200,disagree,0.4642706215,0,
9201,agree,0.1737430394,0,
9202,unrelated,0.4895863235,1,
9203,unrelated,0.238355428,1,
9204,agree,0.4061803222,0,
9205,discuss,0.7036172152,1,
9206,unrelated,0.2291401029,1,
9207,discuss,0.7873417139,1,
9208,unrelated,0.1341014504,1,
9209,unrelated,0.5262331963,1,
9210,unrelated,0.2844462991,1,
9211,agree,0.6016833782,1,
9212,unrelated,0.2828208804,1,
9213,unrelated,0.1655834764,1,
9214,unrelated,0.4070367217,1,
9215,unrelated,0.3859174848,1,
9216,unrelated,0.4522522092,1,
9217,unrelated,0.3856422901,1,
9218,unrelated,0.397008419,1,
9219,disagree,0.5608557463,0,
9220,unrelated,0.3234555125,1,
9221,unrelated,0.237381041,1,
9222,unrelated,0.4452142119,1,
9223,disagree,0.6557658315,1,
9224,unrelated,0.3742995262,1,
9225,disagree,0.6850841641,1,
9226,discuss,0.6870441437,1,
9227,discuss,0.7432331443,1,
9228,discuss,0.7547599077,1,
9229,unrelated,0.3698927462,1,
9230,unrelated,0.2702716291,1,
9231,unrelated,0.4279771745,1,
9232,unrelated,0.4566835761,1,
9233,unrelated,0.3378380835,1,
9234,unrelated,0.4329752624,1,
9235,unrelated,0.4037047625,1,
9236,unrelated,0.3472275138,1,
9237,unrelated,0.3602571189,1,
9238,discuss,0.6027355194,1,
9239,agree,0.5173081756,0,
9240,unrelated,0.3575605154,1,
9241,unrelated,0.3951836228,1,
9242,agree,0.7632624507,1,
9243,unrelated,0.4288909733,1,
9244,unrelated,0.4608524144,1,
9245,agree,0.6709105968,1,
9246,unrelated,0.4318570495,1,
9247,unrelated,0.2867295146,1,
9248,unrelated,0.4742696285,1,
9249,unrelated,0.2059166729,1,
9250,unrelated,0.2414657474,1,
9251,unrelated,0.3144814968,1,
9252,discuss,0.6844230294,1,
9253,unrelated,0.368504703,1,
9254,unrelated,0.5382790565,1,
9255,unrelated,0.4502696693,1,
9256,unrelated,0.5577399135,1,
9257,unrelated,0.3255204558,1,
9258,unrelated,0.3485733569,1,
9259,disagree,0.6661063433,1,
9260,unrelated,0.4145287573,1,
9261,unrelated,0.3892313838,1,
9262,unrelated,0.4619733989,1,
9263,unrelated,0.3179629147,1,
9264,unrelated,0.3726571798,1,
9265,unrelated,0.3542658985,1,
9266,unrelated,0.5407804251,1,
9267,unrelated,0.4407857955,1,
9268,discuss,0.7586784363,1,
9269,agree,0.7684759498,1,
9270,unrelated,0.4124945998,1,
9271,unrelated,0.4298086464,1,
9272,unrelated,0.3666909039,1,
9273,unrelated,0.4677543938,1,
9274,discuss,0.5714915395,0,
9275,agree,0.5599749684,0,
9276,unrelated,0.4382487237,1,
9277,unrelated,0.4460652173,1,
9278,unrelated,0.4620271027,1,
9279,agree,0.6648573875,1,
9280,unrelated,0.1249148324,1,
9281,unrelated,0.5062456727,1,
9282,unrelated,0.3801492453,1,
9283,unrelated,0.3261623681,1,
9284,discuss,0.680441618,1,
9285,discuss,0.6368902922,1,
9286,discuss,0.5540193915,0,
9287,unrelated,0.2710713148,1,
9288,unrelated,0.404758662,1,
9289,unrelated,0.4676506519,1,
9290,unrelated,0.3360897005,1,
9291,unrelated,0.3873311579,1,
9292,unrelated,0.4423107803,1,
9293,unrelated,0.4248872995,1,
9294,unrelated,0.2497698814,1,
9295,unrelated,0.4900357723,1,
9296,unrelated,0.3197817504,1,
9297,unrelated,0.1968945861,1,
9298,unrelated,0.2498672158,1,
9299,unrelated,0.4878047407,1,
9300,unrelated,0.3600102067,1,
9301,discuss,0.596313715,0,
9302,discuss,0.5957128406,0,
9303,unrelated,0.2953374088,1,
9304,unrelated,0.3079054356,1,
9305,unrelated,0.3209486008,1,
9306,agree,0.6767032743,1,
9307,unrelated,0.4762284756,1,
9308,unrelated,0.4958158135,1,
9309,discuss,0.4657057226,0,
9310,unrelated,0.3474457264,1,
9311,unrelated,0.5842736959,1,
9312,unrelated,0.3878324032,1,
9313,unrelated,0.2011428028,1,
9314,unrelated,0.2500435114,1,
9315,unrelated,0.4164018929,1,
9316,unrelated,0.4710351825,1,
9317,unrelated,0.4615400732,1,
9318,unrelated,0.4277079105,1,
9319,unrelated,0.5659183264,1,
9320,discuss,0.5593910813,0,
9321,agree,0.6625902057,1,
9322,unrelated,0.3529494405,1,
9323,unrelated,0.3657202721,1,
9324,unrelated,0.2183521688,1,
9325,discuss,0.6943398118,1,
9326,unrelated,0.372051388,1,
9327,discuss,0.6038234234,1,
9328,unrelated,0.2112825513,1,
9329,unrelated,0.4025098681,1,
9330,unrelated,0.4432497919,1,
9331,discuss,0.7074914575,1,
9332,unrelated,0.3963718712,1,
9333,unrelated,0.3150858879,1,
9334,unrelated,0.4073263109,1,
9335,unrelated,0.3670272827,1,
9336,discuss,0.6161167026,1,
9337,unrelated,0.532365799,1,
9338,agree,0.5853586793,0,
9339,discuss,0.6068139672,1,
9340,unrelated,0.363024056,1,
9341,unrelated,0.4105164111,1,
9342,unrelated,0.529365778,1,
9343,unrelated,0.4404940605,1,
9344,agree,0.5325299501,0,
9345,unrelated,0.3272550106,1,
9346,unrelated,0.3048036695,1,
9347,unrelated,0.1092670932,1,
9348,unrelated,0.2983575761,1,
9349,unrelated,0.3792167604,1,
9350,unrelated,0.4209001958,1,
9351,agree,0.6887290478,1,
9352,unrelated,0.3187936544,1,
9353,unrelated,0.453165859,1,
9354,unrelated,0.3053721488,1,
9355,unrelated,0.3522014618,1,
9356,discuss,0.5832932591,0,
9357,unrelated,0.5645906329,1,
9358,unrelated,0.2959986031,1,
9359,unrelated,0.3228523731,1,
9360,disagree,0.7298105955,1,
9361,agree,0.5944582224,0,
9362,unrelated,0.3131057024,1,
9363,unrelated,0.382571429,1,
9364,discuss,0.4973188639,0,
9365,unrelated,0.3707972467,1,
9366,unrelated,0.5286638737,1,
9367,discuss,0.6317657232,1,
9368,unrelated,0.4160443842,1,
9369,discuss,0.4947054684,0,
9370,discuss,0.4072008133,0,
9371,unrelated,0.3594741523,1,
9372,unrelated,0.3834906816,1,
9373,unrelated,0.4157258868,1,
9374,unrelated,0.3842063844,1,
9375,unrelated,0.5067646503,1,
9376,agree,0.7193251848,1,
9377,unrelated,0.3268595636,1,
9378,agree,0.5992498994,0,
9379,agree,0.4689330161,0,
9380,unrelated,0.5097739697,1,
9381,discuss,0.5467116237,0,
9382,discuss,0.2060330957,0,
9383,unrelated,0.3067707717,1,
9384,agree,0.6896771789,1,
9385,unrelated,0.5209866762,1,
9386,unrelated,0.3718380332,1,
9387,unrelated,0.1969064921,1,
9388,unrelated,0.3415764868,1,
9389,unrelated,0.6336071491,0,
9390,agree,0.4742527008,0,
9391,unrelated,0.4284939468,1,
9392,unrelated,0.3378098011,1,
9393,unrelated,0.4958802462,1,
9394,unrelated,0.4322063625,1,
9395,unrelated,0.4654306769,1,
9396,unrelated,0.3170568049,1,
9397,unrelated,0.5823389292,1,
9398,discuss,0.4870070219,0,
9399,disagree,0.5389376283,0,
9400,unrelated,0.540894568,1,
9401,unrelated,0.4644041657,1,
9402,unrelated,0.4073881507,1,
9403,discuss,0.4548887908,0,
9404,unrelated,0.517906487,1,
9405,unrelated,0.2604664862,1,
9406,agree,0.3985011578,0,
9407,unrelated,0.5961319804,1,
9408,unrelated,0.397543937,1,
9409,unrelated,0.3581665754,1,
9410,discuss,0.7590167522,1,
9411,unrelated,0.4976025522,1,
9412,unrelated,0.4712862074,1,
9413,unrelated,0.3525648117,1,
9414,unrelated,0.3197143078,1,
9415,discuss,0.6805294752,1,
9416,unrelated,0.4580844045,1,
9417,unrelated,0.4255236983,1,
9418,discuss,0.7013524175,1,
9419,unrelated,0.2889207304,1,
9420,discuss,0.6192502975,1,
9421,unrelated,0.2894048691,1,
9422,discuss,0.5915611982,0,
9423,discuss,0.463419944,0,
9424,unrelated,0.2084186375,1,
9425,unrelated,0.1991412342,1,
9426,discuss,0.4537038207,0,
9427,discuss,0.5642639995,0,
9428,discuss,0.4757438898,0,
9429,unrelated,0.31070292,1,
9430,unrelated,0.3535266221,1,
9431,unrelated,0.4394652247,1,
9432,unrelated,0.3041602373,1,
9433,discuss,0.5663452148,0,
9434,unrelated,0.3672334254,1,
9435,unrelated,0.4398213923,1,
9436,agree,0.36996907,0,
9437,unrelated,0.3135505617,1,
9438,unrelated,0.4090405703,1,
9439,unrelated,0.3648378253,1,
9440,discuss,0.5596917868,0,
9441,agree,0.6531508565,1,
9442,discuss,0.4356611967,0,
9443,unrelated,0.6826475859,0,
9444,unrelated,0.37552616,1,
9445,unrelated,0.4514279366,1,
9446,discuss,0.7520263791,1,
9447,unrelated,0.2992053926,1,
9448,unrelated,0.3421135247,1,
9449,unrelated,0.3188570142,1,
9450,agree,0.7207937241,1,
9451,unrelated,0.3701330125,1,
9452,disagree,0.5673947334,0,
9453,unrelated,0.3176763356,1,
9454,disagree,0.5110017657,0,
9455,unrelated,0.4516243339,1,
9456,unrelated,0.4318113625,1,
9457,unrelated,0.2231701314,1,
9458,agree,0.5372977257,0,
9459,unrelated,0.4494766295,1,
9460,unrelated,0.4169588387,1,
9461,unrelated,0.6286153197,0,
9462,unrelated,0.2158611566,1,
9463,discuss,0.5338348746,0,
9464,agree,0.6787832975,1,
9465,discuss,0.6228090525,1,
9466,unrelated,0.3699344993,1,
9467,discuss,0.5505121946,0,
9468,unrelated,0.5490325689,1,
9469,unrelated,0.4208533466,1,
9470,unrelated,0.5214488506,1,
9471,unrelated,0.2565951347,1,
9472,unrelated,0.3982941806,1,
9473,discuss,0.4981592596,0,
9474,unrelated,0.4598265588,1,
9475,unrelated,0.3372173905,1,
9476,unrelated,0.3600881696,1,
9477,discuss,0.6222801208,1,
9478,unrelated,0.3161716461,1,
9479,unrelated,0.3657778203,1,
9480,unrelated,0.4180613458,1,
9481,discuss,0.6209254861,1,
9482,discuss,0.626950562,1,
9483,discuss,0.7644218206,1,
9484,unrelated,0.4036898613,1,
9485,unrelated,0.3340438306,1,
9486,unrelated,0.3248541653,1,
9487,discuss,0.5058627725,0,
9488,unrelated,0.4955776632,1,
9489,unrelated,0.5160471201,1,
9490,unrelated,0.3582621217,1,
9491,unrelated,0.2983926237,1,
9492,discuss,0.8219843507,1,
9493,unrelated,0.4383075237,1,
9494,unrelated,0.5925154686,1,
9495,unrelated,0.2851127684,1,
9496,unrelated,0.3300805688,1,
9497,unrelated,0.428589195,1,
9498,discuss,0.554602921,0,
9499,unrelated,0.388127625,1,
9500,agree,0.5569036007,0,
9501,unrelated,0.3588207066,1,
9502,agree,0.6803637743,1,
9503,agree,0.6963056326,1,
9504,unrelated,0.3951295018,1,
9505,unrelated,0.479177922,1,
9506,agree,0.5782887936,0,
9507,unrelated,0.3778449595,1,
9508,unrelated,0.3799115121,1,
9509,unrelated,0.3467111588,1,
9510,unrelated,0.3506079912,1,
9511,discuss,0.576364398,0,
9512,unrelated,0.361148268,1,
9513,unrelated,0.3790196478,1,
9514,unrelated,0.4221044481,1,
9515,unrelated,0.4241167009,1,
9516,unrelated,0.3720425367,1,
9517,unrelated,0.4034667313,1,
9518,unrelated,0.2586675584,1,
9519,unrelated,0.4828354716,1,
9520,unrelated,0.4522386193,1,
9521,discuss,0.3129805624,0,
9522,unrelated,0.303681016,1,
9523,unrelated,0.5475859046,1,
9524,unrelated,0.4040896893,1,
9525,unrelated,0.3264170885,1,
9526,unrelated,0.3633309007,1,
9527,discuss,0.6130077243,1,
9528,agree,0.4470397234,0,
9529,unrelated,0.4696923196,1,
9530,unrelated,0.5400236249,1,
9531,unrelated,0.5496686101,1,
9532,unrelated,0.3744426668,1,
9533,unrelated,0.2574275732,1,
9534,discuss,0.5591880083,0,
9535,unrelated,0.3612412214,1,
9536,unrelated,0.3879494071,1,
9537,unrelated,0.2894698977,1,
9538,unrelated,0.3882589638,1,
9539,unrelated,0.3244035244,1,
9540,unrelated,0.4932489991,1,
9541,discuss,0.6092124581,1,
9542,unrelated,0.313937217,1,
9543,unrelated,0.2799805701,1,
9544,unrelated,0.2837130427,1,
9545,agree,0.5070386529,0,
9546,unrelated,0.484287858,1,
9547,discuss,0.6621450186,1,
9548,discuss,0.6564685702,1,
9549,discuss,0.4914253354,0,
9550,unrelated,0.3813478649,1,
9551,unrelated,0.5393890142,1,
9552,unrelated,0.2829722464,1,
9553,unrelated,0.5715293288,1,
9554,discuss,0.4356779456,0,
9555,unrelated,0.5017609596,1,
9556,unrelated,0.3911595345,1,
9557,discuss,0.7425587177,1,
9558,unrelated,0.1003279015,1,
9559,unrelated,0.3653602302,1,
9560,agree,0.7376760244,1,
9561,unrelated,0.4362198114,1,
9562,unrelated,0.6151982546,0,
9563,agree,0.44051072,0,
9564,unrelated,0.3988863528,1,
9565,unrelated,0.3414813578,1,
9566,discuss,0.5359722376,0,
9567,unrelated,0.4412917793,1,
9568,unrelated,0.4485087395,1,
9569,unrelated,0.3457605243,1,
9570,unrelated,0.4245845675,1,
9571,unrelated,0.4245346785,1,
9572,unrelated,0.3982648253,1,
9573,unrelated,0.4470722079,1,
9574,unrelated,0.4262795746,1,
9575,unrelated,0.3976025581,1,
9576,unrelated,0.4329755306,1,
9577,discuss,0.4797595143,0,
9578,unrelated,0.3645228744,1,
9579,unrelated,0.4236038029,1,
9580,unrelated,0.235108465,1,
9581,unrelated,0.3577910066,1,
9582,unrelated,0.2819138765,1,
9583,unrelated,0.3160275221,1,
9584,unrelated,0.5193279982,1,
9585,disagree,0.4547487795,0,
9586,unrelated,0.3883008361,1,
9587,unrelated,0.6763052344,0,
9588,discuss,0.5939272642,0,
9589,agree,0.5686252117,0,
9590,unrelated,0.3740809262,1,
9591,agree,0.7533858418,1,
9592,unrelated,0.4577323496,1,
9593,unrelated,0.3174270988,1,
9594,unrelated,0.387329638,1,
9595,unrelated,0.2876208723,1,
9596,unrelated,0.5181229711,1,
9597,disagree,0.4371461868,0,
9598,unrelated,0.5396841764,1,
9599,unrelated,0.4050340354,1,
9600,unrelated,0.4318922162,1,
9601,discuss,0.5371460915,0,
9602,unrelated,0.3708561063,1,
9603,discuss,0.6270144582,1,
9604,unrelated,0.3094838262,1,
9605,unrelated,0.4172312617,1,
9606,unrelated,0.4727429152,1,
9607,discuss,0.7905180454,1,
9608,discuss,0.6398590207,1,
9609,unrelated,0.4451381564,1,
9610,unrelated,0.3898364604,1,
9611,unrelated,0.3636118174,1,
9612,unrelated,0.4419603944,1,
9613,unrelated,0.6286849976,0,
9614,unrelated,0.4430448115,1,
9615,unrelated,0.3968427479,1,
9616,discuss,0.4974397123,0,
9617,unrelated,0.2558011115,1,
9618,unrelated,0.4340836108,1,
9619,unrelated,0.4283750653,1,
9620,agree,0.451361388,0,
9621,unrelated,0.3970398307,1,
9622,unrelated,0.5724103451,1,
9623,unrelated,0.3548980355,1,
9624,unrelated,0.3744622767,1,
9625,unrelated,0.458191365,1,
9626,unrelated,0.4669932127,1,
