"","x"
"1836","agree"
"1837","disagree"
"1838","agree"
"1839","agree"
"1840","agree"
"1841","disagree"
"1842","agree"
"1843","agree"
"1844","disagree"
"1845","agree"
"1846","agree"
"1847","agree"
"1848","agree"
"1849","agree"
"1850","agree"
"1851","disagree"
"1852","agree"
"1853","agree"
"1854","agree"
"1855","agree"
"1856","agree"
"1857","agree"
"1858","disagree"
"1859","agree"
"1860","agree"
"1861","agree"
"1862","agree"
"1863","agree"
"1864","agree"
"1865","agree"
"1866","agree"
"1867","agree"
"1868","agree"
"1869","agree"
"1870","disagree"
"1871","agree"
"1872","disagree"
"1873","agree"
"1874","disagree"
"1875","agree"
"1876","agree"
"1877","agree"
"1878","agree"
"1879","disagree"
"1880","agree"
"1881","agree"
"1882","disagree"
"1883","agree"
"1884","agree"
"1885","agree"
"1886","agree"
"1887","agree"
"1888","agree"
"1889","agree"
"1890","agree"
"1891","agree"
"1892","agree"
"1893","disagree"
"1894","agree"
"1895","agree"
"1896","agree"
"1897","agree"
"1898","disagree"
"1899","agree"
"1900","agree"
"1901","agree"
"1902","agree"
"1903","agree"
"1904","agree"
"1905","agree"
"1906","agree"
"1907","agree"
"1908","agree"
"1909","agree"
"1910","agree"
"1911","disagree"
"1912","agree"
"1913","agree"
"1914","agree"
"1915","agree"
"1916","agree"
"1917","agree"
"1918","agree"
"1919","agree"
"1920","agree"
"1921","agree"
"1922","disagree"
"1923","agree"
"1924","disagree"
"1925","disagree"
"1926","disagree"
"1927","agree"
"1928","disagree"
"1929","agree"
"1930","agree"
"1931","agree"
"1932","agree"
"1933","agree"
"1934","agree"
"1935","disagree"
"1936","agree"
"1937","agree"
"1938","agree"
"1939","disagree"
"1940","agree"
"1941","agree"
"1942","disagree"
"1943","agree"
"1944","agree"
"1945","agree"
"1946","agree"
"1947","agree"
"1948","agree"
"1949","agree"
"1950","disagree"
"1951","agree"
"1952","agree"
"1953","agree"
"1954","disagree"
"1955","agree"
"1956","agree"
"1957","disagree"
"1958","agree"
"1959","agree"
"1960","agree"
"1961","agree"
"1962","disagree"
"1963","agree"
"1964","disagree"
"1965","agree"
"1966","disagree"
"1967","agree"
"1968","disagree"
"1969","agree"
"1970","disagree"
"1971","agree"
"1972","disagree"
"1973","agree"
"1974","agree"
"1975","agree"
"1976","agree"
"1977","agree"
"1978","agree"
"1979","agree"
"1980","agree"
"1981","agree"
"1982","agree"
"1983","agree"
"1984","agree"
"1985","agree"
"1986","disagree"
"1987","disagree"
"1988","agree"
"1989","disagree"
"1990","agree"
"1991","disagree"
"1992","agree"
"1993","disagree"
"1994","agree"
"1995","agree"
"1996","agree"
"1997","agree"
"1998","disagree"
"1999","agree"
"2000","agree"
"2001","agree"
"2002","agree"
"2003","disagree"
"2004","agree"
"2005","agree"
"2006","agree"
"2007","agree"
"2008","agree"
"2009","agree"
"2010","agree"
"2011","agree"
"2012","agree"
"2013","agree"
"2014","disagree"
"2015","agree"
"2016","agree"
"2017","agree"
"2018","agree"
"2019","agree"
"2020","agree"
"2021","agree"
"2022","agree"
"2023","disagree"
"2024","agree"
"2025","agree"
"2026","agree"
"2027","agree"
"2028","agree"
"2029","disagree"
"2030","disagree"
"2031","agree"
"2032","disagree"
"2033","agree"
"2034","agree"
"2035","agree"
"2036","agree"
"2037","disagree"
"2038","agree"
"2039","agree"
"2040","agree"
"2041","agree"
"2042","agree"
"2043","agree"
"2044","disagree"
"2045","agree"
"2046","agree"
"2047","agree"
"2048","agree"
"2049","agree"
"2050","agree"
"2051","agree"
"2052","agree"
"2053","agree"
"2054","agree"
"2055","disagree"
"2056","agree"
"2057","agree"
"2058","agree"
"2059","agree"
"2060","disagree"
"2061","disagree"
"2062","agree"
"2063","agree"
"2064","agree"
"2065","agree"
"2066","agree"
"2067","agree"
"2068","agree"
"2069","disagree"
"2070","agree"
"2071","agree"
"2072","agree"
"2073","agree"
"2074","agree"
"2075","agree"
"2076","agree"
"2077","agree"
"2078","agree"
"2079","agree"
"2080","agree"
"2081","agree"
"2082","agree"
"2083","agree"
"2084","agree"
"2085","agree"
"2086","agree"
"2087","agree"
"2088","agree"
"2089","agree"
"2090","agree"
"2091","agree"
"2092","agree"
"2093","disagree"
"2094","agree"
"2095","agree"
"2096","disagree"
"2097","agree"
"2098","agree"
"2099","agree"
"2100","agree"
"2101","agree"
"2102","agree"
"2103","agree"
"2104","agree"
"2105","agree"
"2106","agree"
"2107","disagree"
"2108","disagree"
"2109","agree"
"2110","agree"
"2111","agree"
"2112","agree"
"2113","agree"
"2114","agree"
"2115","agree"
"2116","agree"
"2117","agree"
"2118","agree"
"2119","agree"
"2120","agree"
"2121","agree"
"2122","agree"
"2123","agree"
"2124","agree"
"2125","agree"
"2126","agree"
"2127","agree"
"2128","agree"
"2129","agree"
"2130","agree"
"2131","agree"
"2132","disagree"
"2133","agree"
"2134","agree"
"2135","agree"
"2136","disagree"
"2137","agree"
"2138","agree"
"2139","agree"
"2140","agree"
"2141","agree"
"2142","agree"
"2143","agree"
"2144","agree"
"2145","agree"
"2146","agree"
"2147","agree"
"2148","agree"
"2149","disagree"
"2150","agree"
"2151","agree"
"2152","disagree"
"2153","agree"
"2154","agree"
"2155","agree"
"2156","agree"
"2157","agree"
"2158","agree"
"2159","agree"
"2160","agree"
"2161","disagree"
"2162","agree"
"2163","disagree"
"2164","agree"
"2165","agree"
"2166","agree"
"2167","agree"
"2168","agree"
"2169","agree"
"2170","agree"
"2171","agree"
"2172","agree"
"2173","agree"
"2174","disagree"
"2175","agree"
"2176","agree"
"2177","agree"
"2178","agree"
"2179","agree"
"2180","agree"
"2181","agree"
"2182","agree"
"2183","agree"
"2184","disagree"
"2185","agree"
"2186","agree"
"2187","disagree"
"2188","disagree"
"2189","disagree"
"2190","agree"
"2191","agree"
"2192","agree"
"2193","agree"
"2194","disagree"
"2195","agree"
"2196","agree"
"2197","agree"
"2198","agree"
"2199","agree"
"2200","agree"
"2201","agree"
"2202","agree"
"2203","agree"
"2204","agree"
"2205","agree"
"2206","agree"
"2207","disagree"
"2208","agree"
"2209","agree"
"2210","agree"
"2211","disagree"
"2212","agree"
"2213","agree"
"2214","agree"
"2215","agree"
"2216","agree"
"2217","agree"
"2218","agree"
"2219","agree"
"2220","disagree"
"2221","agree"
"2222","disagree"
"2223","disagree"
"2224","agree"
"2225","agree"
"2226","agree"
"2227","agree"
"2228","disagree"
"2229","agree"
"2230","agree"
"2231","agree"
"2232","disagree"
"2233","agree"
"2234","agree"
"2235","agree"
"2236","disagree"
"2237","agree"
"2238","agree"
"2239","agree"
"2240","agree"
"2241","agree"
"2242","agree"
"2243","disagree"
"2244","disagree"
"2245","agree"
"2246","agree"
"2247","agree"
"2248","agree"
"2249","agree"
"2250","agree"
"2251","agree"
"2252","disagree"
"2253","agree"
"2254","agree"
"2255","agree"
"2256","agree"
"2257","agree"
"2258","agree"
"2259","agree"
"2260","agree"
"2261","agree"
"2262","agree"
"2263","disagree"
"2264","agree"
"2265","agree"
"2266","agree"
"2267","disagree"
"2268","disagree"
"2269","agree"
"2270","agree"
"2271","agree"
"2272","agree"
"2273","agree"
"2274","agree"
"2275","agree"
"2276","disagree"
"2277","agree"
"2278","agree"
"2279","agree"
"2280","agree"
"2281","agree"
"2282","agree"
"2283","agree"
"2284","agree"
"2285","agree"
"2286","agree"
"2287","agree"
"2288","agree"
"2289","disagree"
"2290","agree"
"2291","agree"
"2292","agree"
"2293","agree"
"2294","agree"
"2295","agree"
"2296","agree"
"2297","disagree"
"2298","agree"
"2299","agree"
"2300","agree"
"2301","agree"
"2302","disagree"
"2303","agree"
"2304","agree"
"2305","agree"
"2306","agree"
"2307","agree"
"2308","agree"
"2309","disagree"
"2310","agree"
"2311","agree"
"2312","agree"
"2313","agree"
"2314","agree"
"2315","agree"
"2316","agree"
"2317","agree"
"2318","disagree"
"2319","agree"
"2320","agree"
"2321","agree"
"2322","agree"
"2323","agree"
"2324","agree"
"2325","agree"
"2326","agree"
"2327","agree"
"2328","agree"
"2329","agree"
"2330","disagree"
"2331","agree"
"2332","agree"
"2333","agree"
"2334","agree"
"2335","agree"
"2336","disagree"
"2337","disagree"
"2338","agree"
"2339","agree"
"2340","agree"
"2341","agree"
"2342","disagree"
"2343","agree"
"2344","disagree"
"2345","agree"
"2346","agree"
"2347","agree"
"2348","agree"
"2349","agree"
"2350","agree"
"2351","agree"
"2352","agree"
"2353","agree"
"2354","agree"
"2355","agree"
"2356","disagree"
"2357","agree"
"2358","agree"
"2359","agree"
"2360","disagree"
"2361","agree"
"2362","agree"
"2363","disagree"
"2364","disagree"
"2365","agree"
"2366","disagree"
"2367","agree"
"2368","disagree"
"2369","disagree"
"2370","agree"
"2371","agree"
"2372","disagree"
"2373","agree"
"2374","agree"
"2375","agree"
"2376","agree"
"2377","disagree"
"2378","agree"
"2379","disagree"
"2380","agree"
"2381","disagree"
"2382","agree"
"2383","agree"
"2384","agree"
"2385","agree"
"2386","agree"
"2387","agree"
"2388","agree"
"2389","agree"
"2390","agree"
"2391","disagree"
"2392","agree"
"2393","agree"
"2394","disagree"
"2395","disagree"
"2396","agree"
"2397","disagree"
"2398","agree"
"2399","agree"
"2400","agree"
"2401","agree"
"2402","agree"
"2403","agree"
"2404","agree"
"2405","agree"
"2406","agree"
"2407","agree"
"2408","agree"
"2409","disagree"
"2410","agree"
"2411","agree"
"2412","agree"
"2413","agree"
"2414","agree"
"2415","agree"
"2416","agree"
"2417","agree"
"2418","agree"
"2419","agree"
"2420","agree"
"2421","agree"
"2422","agree"
"2423","agree"
"2424","agree"
"2425","disagree"
"2426","disagree"
"2427","agree"
"2428","agree"
"2429","agree"
"2430","agree"
"2431","agree"
"2432","agree"
"2433","agree"
"2434","agree"
"2435","agree"
"2436","agree"
"2437","agree"
"2438","disagree"
"2439","agree"
"2440","agree"
"2441","agree"
"2442","agree"
"2443","disagree"
"2444","agree"
"2445","agree"
"2446","agree"
"2447","agree"
"2448","agree"
"2449","agree"
"2450","agree"
"2451","agree"
"2452","disagree"
"2453","agree"
"2454","disagree"
"2455","agree"
"2456","agree"
"2457","agree"
"2458","agree"
"2459","agree"
"2460","agree"
"2461","agree"
"2462","agree"
"2463","agree"
"2464","agree"
"2465","agree"
"2466","agree"
"2467","agree"
"2468","agree"
"2469","agree"
"2470","agree"
"2471","agree"
"2472","agree"
"2473","disagree"
"2474","agree"
"2475","agree"
"2476","disagree"
"2477","agree"
"2478","agree"
"2479","agree"
"2480","agree"
"2481","disagree"
"2482","agree"
"2483","agree"
"2484","agree"
"2485","disagree"
"2486","agree"
"2487","agree"
"2488","disagree"
"2489","agree"
"2490","agree"
"2491","disagree"
"2492","agree"
"2493","agree"
"2494","agree"
"2495","agree"
"2496","agree"
"2497","agree"
"2498","agree"
"2499","agree"
"2500","agree"
"2501","agree"
"2502","agree"
"2503","agree"
"2504","agree"
"2505","agree"
"2506","agree"
"2507","agree"
"2508","agree"
"2509","agree"
"2510","agree"
"2511","agree"
"2512","disagree"
"2513","agree"
"2514","agree"
"2515","agree"
"2516","disagree"
"2517","agree"
"2518","agree"
"2519","agree"
"2520","disagree"
"2521","agree"
"2522","agree"
"2523","agree"
"2524","agree"
"2525","agree"
"2526","agree"
"2527","disagree"
"2528","agree"
"2529","disagree"
"2530","agree"
"2531","agree"
"2532","agree"
"2533","agree"
"2534","agree"
"2535","agree"
"2536","agree"
"2537","agree"
"2538","disagree"
"2539","agree"
"2540","agree"
"2541","agree"
"2542","agree"
"2543","agree"
"2544","agree"
"2545","disagree"
"2546","agree"
"2547","agree"
"2548","agree"
"2549","agree"
"2550","agree"
"2551","agree"
"2552","agree"
"2553","agree"
"2554","agree"
"2555","agree"
"2556","agree"
"2557","agree"
"2558","disagree"
"2559","agree"
"2560","agree"
"2561","agree"
"2562","agree"
"2563","agree"
"2564","agree"
"2565","agree"
"2566","agree"
"2567","agree"
"2568","agree"
"2569","agree"
"2570","agree"
"2571","disagree"
"2572","agree"
"2573","agree"
"2574","agree"
"2575","agree"
"2576","agree"
"2577","disagree"
"2578","agree"
"2579","disagree"
"2580","agree"
"2581","disagree"
"2582","agree"
"2583","agree"
"2584","agree"
"2585","agree"
"2586","agree"
"2587","agree"
"2588","agree"
"2589","agree"
"2590","agree"
"2591","agree"
"2592","agree"
"2593","disagree"
"2594","agree"
"2595","agree"
"2596","agree"
"2597","disagree"
"2598","agree"
"2599","disagree"
"2600","agree"
"2601","agree"
"2602","agree"
"2603","agree"
"2604","agree"
"2605","disagree"
"2606","agree"
"2607","agree"
"2608","disagree"
"2609","agree"
"2610","disagree"
"2611","agree"
"2612","disagree"
"2613","agree"
"2614","agree"
"2615","agree"
"2616","disagree"
"2617","disagree"
"2618","agree"
"2619","agree"
"2620","disagree"
"2621","agree"
"2622","agree"
"2623","agree"
"2624","agree"
"2625","agree"
"2626","agree"
"2627","disagree"
"2628","agree"
"2629","agree"
"2630","agree"
"2631","agree"
"2632","agree"
"2633","agree"
"2634","agree"
"2635","agree"
"2636","agree"
"2637","agree"
"2638","disagree"
"2639","agree"
"2640","agree"
"2641","agree"
"2642","agree"
"2643","agree"
"2644","disagree"
"2645","agree"
"2646","agree"
"2647","disagree"
"2648","disagree"
"2649","agree"
"2650","agree"
"2651","agree"
"2652","agree"
"2653","agree"
"2654","agree"
"2655","agree"
"2656","disagree"
"2657","agree"
"2658","agree"
"2659","agree"
"2660","agree"
"2661","disagree"
"2662","agree"
"2663","agree"
"2664","agree"
"2665","agree"
"2666","agree"
"2667","agree"
"2668","agree"
"2669","agree"
"2670","agree"
"2671","disagree"
"2672","agree"
"2673","agree"
"2674","disagree"
"2675","agree"
"2676","agree"
"2677","agree"
"2678","agree"
"2679","agree"
"2680","agree"
"2681","agree"
"2682","agree"
"2683","agree"
"2684","agree"
"2685","agree"
"2686","disagree"
"2687","agree"
"2688","agree"
"2689","disagree"
"2690","agree"
"2691","agree"
"2692","agree"
"2693","agree"
"2694","disagree"
"2695","agree"
"2696","agree"
"2697","agree"
"2698","disagree"
"2699","agree"
"2700","agree"
"2701","disagree"
"2702","agree"
"2703","agree"
"2704","agree"
"2705","agree"
"2706","disagree"
"2707","agree"
"2708","disagree"
"2709","agree"
"2710","agree"
"2711","agree"
"2712","disagree"
"2713","agree"
"2714","agree"
"2715","agree"
"2716","agree"
"2717","agree"
"2718","agree"
"2719","agree"
"2720","agree"
"2721","agree"
"2722","agree"
"2723","agree"
"2724","agree"
"2725","disagree"
"2726","agree"
"2727","agree"
"2728","disagree"
"2729","disagree"
"2730","agree"
"2731","agree"
"2732","agree"
"2733","agree"
"2734","agree"
"2735","agree"
"2736","agree"
"2737","agree"
"2738","agree"
"2739","agree"
"2740","agree"
"2741","agree"
"2742","disagree"
"2743","agree"
"2744","agree"
"2745","agree"
"2746","agree"
"2747","disagree"
"2748","agree"
"2749","agree"
"2750","agree"
"2751","agree"
"2752","disagree"
"2753","agree"
"2754","disagree"
"2755","agree"
"2756","agree"
"2757","agree"
"2758","agree"
"2759","agree"
"2760","agree"
"2761","agree"
"2762","agree"
"2763","agree"
"2764","disagree"
"2765","agree"
"2766","agree"
"2767","agree"
"2768","agree"
"2769","disagree"
"2770","agree"
"2771","agree"
"2772","agree"
"2773","agree"
"2774","agree"
"2775","agree"
"2776","agree"
"2777","agree"
"2778","agree"
"2779","agree"
"2780","agree"
"2781","agree"
"2782","agree"
"2783","agree"
"2784","agree"
"2785","agree"
"2786","agree"
"2787","agree"
"2788","agree"
"2789","disagree"
"2790","disagree"
"2791","agree"
"2792","disagree"
"2793","disagree"
"2794","agree"
"2795","agree"
"2796","agree"
"2797","agree"
"2798","agree"
"2799","agree"
"2800","agree"
"2801","agree"
"2802","agree"
"2803","agree"
"2804","agree"
"2805","disagree"
"2806","agree"
"2807","agree"
"2808","agree"
"2809","agree"
"2810","agree"
"2811","agree"
"2812","agree"
"2813","disagree"
"2814","disagree"
"2815","agree"
"2816","agree"
"2817","agree"
"2818","agree"
"2819","agree"
"2820","agree"
"2821","agree"
"2822","agree"
"2823","agree"
"2824","disagree"
"2825","disagree"
"2826","agree"
"2827","agree"
"2828","agree"
"2829","agree"
"2830","agree"
"2831","agree"
"2832","disagree"
"2833","agree"
"2834","agree"
"2835","agree"
"2836","agree"
"2837","agree"
"2838","agree"
"2839","disagree"
"2840","agree"
"2841","agree"
"2842","agree"
"2843","disagree"
"2844","agree"
"2845","disagree"
"2846","agree"
"2847","agree"
"2848","agree"
"2849","disagree"
"2850","agree"
"2851","agree"
"2852","agree"
"2853","agree"
"2854","agree"
"2855","disagree"
"2856","disagree"
"2857","agree"
"2858","agree"
"2859","agree"
"2860","agree"
"2861","agree"
"2862","disagree"
"2863","agree"
"2864","agree"
"2865","agree"
"2866","agree"
"2867","agree"
"2868","agree"
"2869","disagree"
"2870","agree"
"2871","agree"
"2872","agree"
"2873","agree"
"2874","disagree"
"2875","agree"
"2876","agree"
"2877","agree"
"2878","agree"
"2879","agree"
"2880","agree"
"2881","agree"
"2882","agree"
"2883","agree"
"2884","disagree"
"2885","agree"
"2886","agree"
"2887","agree"
"2888","disagree"
"2889","agree"
"2890","agree"
"2891","agree"
"2892","agree"
"2893","agree"
"2894","disagree"
"2895","agree"
"2896","agree"
"2897","agree"
"2898","agree"
"2899","agree"
"2900","agree"
"2901","agree"
"2902","disagree"
"2903","agree"
"2904","agree"
"2905","agree"
"2906","agree"
"2907","disagree"
"2908","agree"
"2909","agree"
"2910","agree"
"2911","agree"
"2912","disagree"
"2913","agree"
"2914","agree"
"2915","agree"
"2916","agree"
"2917","agree"
"2918","agree"
"2919","disagree"
"2920","agree"
"2921","agree"
"2922","agree"
"2923","agree"
"2924","agree"
"2925","agree"
"2926","agree"
"2927","agree"
"2928","agree"
"2929","agree"
"2930","agree"
"2931","agree"
"2932","agree"
"2933","agree"
"2934","agree"
"2935","disagree"
"2936","agree"
"2937","agree"
"2938","agree"
"2939","agree"
"2940","agree"
"2941","agree"
"2942","agree"
"2943","agree"
"2944","agree"
"2945","disagree"
"2946","disagree"
"2947","agree"
"2948","agree"
"2949","agree"
"2950","agree"
"2951","agree"
"2952","agree"
"2953","disagree"
"2954","agree"
"2955","agree"
"2956","disagree"
"2957","agree"
"2958","agree"
"2959","agree"
"2960","agree"
"2961","agree"
"2962","disagree"
"2963","agree"
"2964","agree"
"2965","agree"
"2966","agree"
"2967","agree"
"2968","agree"
"2969","agree"
"2970","agree"
"2971","disagree"
"2972","agree"
"2973","agree"
"2974","agree"
"2975","agree"
"2976","disagree"
"2977","agree"
"2978","agree"
"2979","agree"
"2980","agree"
"2981","agree"
"2982","agree"
"2983","agree"
"2984","agree"
"2985","agree"
"2986","agree"
"2987","agree"
"2988","agree"
"2989","disagree"
"2990","agree"
"2991","agree"
"2992","agree"
"2993","agree"
"2994","agree"
"2995","agree"
"2996","agree"
"2997","disagree"
"2998","agree"
"2999","agree"
"3000","agree"
"3001","agree"
"3002","agree"
"3003","disagree"
"3004","agree"
"3005","agree"
"3006","agree"
"3007","agree"
"3008","agree"
"3009","agree"
"3010","agree"
"3011","agree"
"3012","agree"
"3013","disagree"
"3014","agree"
"3015","agree"
"3016","agree"
"3017","agree"
"3018","agree"
"3019","disagree"
"3020","agree"
"3021","disagree"
"3022","disagree"
"3023","agree"
"3024","agree"
"3025","agree"
"3026","disagree"
"3027","agree"
"3028","agree"
"3029","agree"
"3030","agree"
"3031","agree"
"3032","disagree"
"3033","disagree"
"3034","agree"
"3035","agree"
"3036","agree"
"3037","agree"
"3038","agree"
"3039","agree"
"3040","disagree"
"3041","disagree"
"3042","agree"
"3043","agree"
"3044","agree"
"3045","agree"
"3046","agree"
"3047","disagree"
"3048","agree"
"3049","agree"
"3050","disagree"
"3051","disagree"
"3052","agree"
"3053","agree"
"3054","disagree"
"3055","agree"
"3056","agree"
"3057","agree"
"3058","agree"
"3059","agree"
"3060","agree"
"3061","agree"
"3062","agree"
"3063","agree"
"3064","agree"
"3065","agree"
"3066","disagree"
"3067","agree"
"3068","agree"
"3069","agree"
"3070","agree"
"3071","agree"
"3072","agree"
"3073","agree"
"3074","agree"
"3075","agree"
"3076","agree"
"3077","agree"
"3078","disagree"
"3079","agree"
"3080","agree"
"3081","agree"
"3082","agree"
"3083","agree"
"3084","agree"
"3085","disagree"
"3086","agree"
"3087","agree"
"3088","agree"
"3089","agree"
"3090","agree"
"3091","agree"
"3092","agree"
"3093","agree"
"3094","agree"
"3095","agree"
"3096","agree"
"3097","agree"
"3098","agree"
"3099","agree"
"3100","agree"
"3101","agree"
"3102","disagree"
"3103","disagree"
"3104","agree"
"3105","agree"
"3106","agree"
"3107","agree"
"3108","agree"
"3109","agree"
"3110","agree"
"3111","agree"
"3112","agree"
"3113","agree"
"3114","agree"
"3115","disagree"
"3116","agree"
"3117","agree"
"3118","agree"
"3119","agree"
"3120","agree"
"3121","agree"
"3122","agree"
"3123","agree"
"3124","agree"
"3125","disagree"
"3126","agree"
"3127","agree"
"3128","agree"
"3129","agree"
"3130","agree"
"3131","agree"
"3132","agree"
"3133","agree"
"3134","disagree"
"3135","agree"
"3136","agree"
"3137","agree"
"3138","disagree"
"3139","agree"
"3140","agree"
"3141","agree"
"3142","agree"
"3143","agree"
"3144","agree"
"3145","agree"
"3146","agree"
"3147","agree"
"3148","agree"
"3149","agree"
"3150","agree"
"3151","disagree"
"3152","agree"
"3153","disagree"
"3154","agree"
"3155","agree"
"3156","agree"
"3157","agree"
"3158","agree"
"3159","agree"
"3160","agree"
"3161","agree"
"3162","agree"
"3163","agree"
"3164","agree"
"3165","agree"
"3166","disagree"
"3167","agree"
"3168","agree"
"3169","agree"
"3170","agree"
"3171","agree"
"3172","agree"
"3173","agree"
"3174","agree"
"3175","agree"
"3176","agree"
"3177","agree"
"3178","disagree"
"3179","agree"
"3180","agree"
"3181","agree"
"3182","agree"
"3183","agree"
"3184","agree"
"3185","agree"
"3186","agree"
"3187","disagree"
"3188","agree"
"3189","disagree"
"3190","agree"
"3191","disagree"
"3192","agree"
"3193","agree"
"3194","agree"
"3195","agree"
"3196","agree"
"3197","agree"
"3198","agree"
"3199","agree"
"3200","agree"
"3201","agree"
"3202","disagree"
"3203","agree"
"3204","disagree"
"3205","agree"
"3206","agree"
"3207","agree"
"3208","agree"
"3209","agree"
"3210","agree"
"3211","agree"
"3212","disagree"
"3213","agree"
"3214","agree"
"3215","agree"
"3216","agree"
"3217","agree"
"3218","disagree"
"3219","agree"
"3220","agree"
"3221","agree"
"3222","agree"
"3223","agree"
"3224","agree"
"3225","disagree"
"3226","agree"
"3227","agree"
"3228","agree"
"3229","agree"
"3230","agree"
"3231","agree"
"3232","agree"
"3233","agree"
"3234","agree"
"3235","agree"
"3236","agree"
"3237","agree"
"3238","agree"
"3239","agree"
"3240","agree"
"3241","agree"
"3242","agree"
"3243","agree"
"3244","agree"
"3245","agree"
"3246","agree"
"3247","agree"
"3248","agree"
"3249","agree"
"3250","disagree"
"3251","agree"
"3252","agree"
"3253","agree"
"3254","agree"
"3255","agree"
"3256","agree"
"3257","agree"
"3258","agree"
"3259","agree"
"3260","agree"
"3261","agree"
"3262","agree"
"3263","agree"
"3264","agree"
"3265","agree"
"3266","agree"
"3267","agree"
"3268","agree"
"3269","agree"
"3270","agree"
"3271","agree"
"3272","agree"
"3273","agree"
"3274","disagree"
"3275","disagree"
"3276","agree"
"3277","agree"
"3278","agree"
"3279","disagree"
"3280","agree"
"3281","agree"
"3282","disagree"
"3283","agree"
"3284","disagree"
"3285","agree"
"3286","agree"
"3287","agree"
"3288","agree"
"3289","agree"
"3290","agree"
"3291","agree"
"3292","agree"
"3293","agree"
"3294","agree"
"3295","agree"
"3296","agree"
"3297","agree"
"3298","agree"
"3299","agree"
"3300","agree"
"3301","disagree"
"3302","disagree"
"3303","agree"
"3304","agree"
"3305","disagree"
"3306","agree"
"3307","disagree"
"3308","agree"
"3309","disagree"
"3310","agree"
"3311","agree"
"3312","agree"
"3313","agree"
"3314","agree"
"3315","agree"
"3316","agree"
"3317","agree"
"3318","agree"
"3319","agree"
"3320","agree"
"3321","agree"
"3322","agree"
"3323","agree"
"3324","agree"
"3325","agree"
"3326","agree"
"3327","agree"
"3328","agree"
"3329","agree"
"3330","agree"
"3331","agree"
"3332","agree"
"3333","agree"
"3334","agree"
"3335","agree"
"3336","agree"
"3337","agree"
"3338","agree"
"3339","disagree"
"3340","agree"
"3341","agree"
"3342","agree"
"3343","agree"
"3344","agree"
"3345","agree"
"3346","disagree"
"3347","agree"
"3348","agree"
"3349","agree"
"3350","agree"
"3351","agree"
"3352","agree"
"3353","agree"
"3354","agree"
"3355","agree"
"3356","agree"
"3357","disagree"
"3358","disagree"
"3359","agree"
"3360","agree"
"3361","agree"
"3362","agree"
"3363","disagree"
"3364","agree"
"3365","disagree"
"3366","agree"
"3367","disagree"
"3368","agree"
"3369","agree"
"3370","agree"
"3371","agree"
"3372","agree"
"3373","agree"
"3374","agree"
"3375","agree"
"3376","agree"
"3377","agree"
"3378","agree"
"3379","agree"
"3380","agree"
"3381","agree"
"3382","agree"
"3383","agree"
"3384","agree"
"3385","agree"
"3386","agree"
"3387","agree"
"3388","agree"
"3389","agree"
"3390","agree"
"3391","disagree"
"3392","disagree"
"3393","agree"
"3394","agree"
"3395","agree"
"3396","disagree"
"3397","agree"
"3398","agree"
"3399","disagree"
"3400","agree"
"3401","agree"
"3402","disagree"
"3403","agree"
"3404","agree"
"3405","agree"
"3406","agree"
"3407","agree"
"3408","disagree"
"3409","agree"
"3410","agree"
"3411","disagree"
"3412","disagree"
"3413","agree"
"3414","agree"
"3415","agree"
"3416","agree"
"3417","agree"
"3418","agree"
"3419","disagree"
"3420","agree"
"3421","disagree"
"3422","agree"
"3423","agree"
"3424","disagree"
"3425","disagree"
"3426","disagree"
"3427","disagree"
"3428","agree"
"3429","agree"
"3430","agree"
"3431","agree"
"3432","agree"
"3433","agree"
"3434","agree"
"3435","agree"
"3436","agree"
"3437","agree"
"3438","agree"
"3439","agree"
"3440","agree"
"3441","agree"
"3442","agree"
"3443","agree"
"3444","disagree"
"3445","agree"
"3446","agree"
"3447","agree"
"3448","agree"
"3449","agree"
"3450","agree"
"3451","agree"
"3452","agree"
"3453","agree"
"3454","agree"
"3455","disagree"
"3456","disagree"
"3457","agree"
"3458","agree"
"3459","agree"
"3460","agree"
"3461","agree"
"3462","agree"
"3463","agree"
"3464","agree"
"3465","agree"
"3466","agree"
"3467","agree"
"3468","agree"
"3469","agree"
"3470","agree"
"3471","agree"
"3472","agree"
"3473","agree"
"3474","disagree"
"3475","agree"
"3476","disagree"
"3477","disagree"
"3478","agree"
"3479","agree"
"3480","agree"
"3481","agree"
"3482","agree"
"3483","disagree"
"3484","agree"
"3485","agree"
"3486","agree"
"3487","agree"
"3488","agree"
"3489","agree"
"3490","agree"
"3491","agree"
"3492","agree"
"3493","agree"
"3494","agree"
"3495","agree"
"3496","agree"
"3497","agree"
"3498","agree"
"3499","agree"
"3500","agree"
"3501","agree"
"3502","agree"
"3503","agree"
"3504","agree"
"3505","agree"
"3506","agree"
"3507","agree"
"3508","agree"
"3509","agree"
"3510","agree"
"3511","disagree"
"3512","disagree"
"3513","agree"
"3514","agree"
"3515","agree"
"3516","agree"
"3517","agree"
"3518","agree"
"3519","agree"
"3520","disagree"
"3521","agree"
"3522","agree"
"3523","agree"
"3524","agree"
"3525","agree"
"3526","agree"
"3527","agree"
"3528","agree"
"3529","agree"
"3530","agree"
"3531","agree"
"3532","agree"
"3533","agree"
"3534","disagree"
"3535","agree"
"3536","disagree"
"3537","agree"
"3538","agree"
"3539","disagree"
"3540","disagree"
"3541","agree"
"3542","agree"
"3543","agree"
"3544","agree"
"3545","disagree"
"3546","agree"
"3547","agree"
"3548","agree"
"3549","agree"
