"","x"
"1720","discuss"
"1721","discuss"
"1722","discuss"
"1723","discuss"
"1724","discuss"
"1725","discuss"
"1726","discuss"
"1727","agree"
"1728","discuss"
"1729","discuss"
"1730","discuss"
"1731","discuss"
"1732","agree"
"1733","agree"
"1734","discuss"
"1735","agree"
"1736","discuss"
"1737","discuss"
"1738","agree"
"1739","agree"
"1740","discuss"
"1741","agree"
"1742","discuss"
"1743","discuss"
"1744","discuss"
"1745","agree"
"1746","discuss"
"1747","discuss"
"1748","agree"
"1749","discuss"
"1750","discuss"
"1751","discuss"
"1752","discuss"
"1753","discuss"
"1754","discuss"
"1755","agree"
"1756","discuss"
"1757","discuss"
"1758","agree"
"1759","agree"
"1760","agree"
"1761","agree"
"1762","discuss"
"1763","discuss"
"1764","agree"
"1765","discuss"
"1766","discuss"
"1767","discuss"
"1768","discuss"
"1769","agree"
"1770","agree"
"1771","agree"
"1772","discuss"
"1773","discuss"
"1774","discuss"
"1775","discuss"
"1776","disagree"
"1777","discuss"
"1778","discuss"
"1779","agree"
"1780","discuss"
"1781","agree"
"1782","disagree"
"1783","agree"
"1784","agree"
"1785","discuss"
"1786","agree"
"1787","agree"
"1788","agree"
"1789","disagree"
"1790","discuss"
"1791","disagree"
"1792","discuss"
"1793","discuss"
"1794","discuss"
"1795","agree"
"1796","discuss"
"1797","agree"
"1798","discuss"
"1799","agree"
"1800","discuss"
"1801","discuss"
"1802","discuss"
"1803","discuss"
"1804","discuss"
"1805","discuss"
"1806","discuss"
"1807","discuss"
"1808","discuss"
"1809","discuss"
"1810","agree"
"1811","discuss"
"1812","disagree"
"1813","agree"
"1814","discuss"
"1815","discuss"
"1816","disagree"
"1817","agree"
"1818","agree"
"1819","discuss"
"1820","discuss"
"1821","discuss"
"1822","agree"
"1823","discuss"
"1824","disagree"
"1825","discuss"
"1826","discuss"
"1827","discuss"
"1828","discuss"
"1829","discuss"
"1830","agree"
"1831","discuss"
"1832","discuss"
"1833","discuss"
"1834","discuss"
"1835","discuss"
"1836","agree"
"1837","discuss"
"1838","discuss"
"1839","agree"
"1840","discuss"
"1841","discuss"
"1842","agree"
"1843","agree"
"1844","agree"
"1845","discuss"
"1846","agree"
"1847","discuss"
"1848","discuss"
"1849","discuss"
"1850","discuss"
"1851","agree"
"1852","agree"
"1853","agree"
"1854","discuss"
"1855","discuss"
"1856","discuss"
"1857","agree"
"1858","discuss"
"1859","discuss"
"1860","discuss"
"1861","discuss"
"1862","discuss"
"1863","agree"
"1864","discuss"
"1865","disagree"
"1866","agree"
"1867","discuss"
"1868","agree"
"1869","discuss"
"1870","agree"
"1871","agree"
"1872","discuss"
"1873","discuss"
"1874","discuss"
"1875","agree"
"1876","discuss"
"1877","discuss"
"1878","agree"
"1879","discuss"
"1880","discuss"
"1881","discuss"
"1882","agree"
"1883","discuss"
"1884","discuss"
"1885","discuss"
"1886","agree"
"1887","discuss"
"1888","discuss"
"1889","discuss"
"1890","discuss"
"1891","agree"
"1892","disagree"
"1893","discuss"
"1894","discuss"
"1895","discuss"
"1896","discuss"
"1897","discuss"
"1898","discuss"
"1899","agree"
"1900","discuss"
"1901","discuss"
"1902","discuss"
"1903","discuss"
"1904","discuss"
"1905","discuss"
"1906","agree"
"1907","discuss"
"1908","discuss"
"1909","discuss"
"1910","discuss"
"1911","disagree"
"1912","discuss"
"1913","discuss"
"1914","discuss"
"1915","disagree"
"1916","agree"
"1917","disagree"
"1918","agree"
"1919","agree"
"1920","disagree"
"1921","discuss"
"1922","discuss"
"1923","disagree"
"1924","discuss"
"1925","agree"
"1926","agree"
"1927","discuss"
"1928","discuss"
"1929","discuss"
"1930","discuss"
"1931","agree"
"1932","agree"
"1933","discuss"
"1934","discuss"
"1935","discuss"
"1936","disagree"
"1937","discuss"
"1938","disagree"
"1939","discuss"
"1940","discuss"
"1941","discuss"
"1942","discuss"
"1943","discuss"
"1944","discuss"
"1945","discuss"
"1946","agree"
"1947","agree"
"1948","discuss"
"1949","discuss"
"1950","discuss"
"1951","discuss"
"1952","discuss"
"1953","discuss"
"1954","agree"
"1955","discuss"
"1956","discuss"
"1957","discuss"
"1958","discuss"
"1959","discuss"
"1960","discuss"
"1961","discuss"
"1962","discuss"
"1963","discuss"
"1964","discuss"
"1965","discuss"
"1966","discuss"
"1967","discuss"
"1968","agree"
"1969","discuss"
"1970","discuss"
"1971","discuss"
"1972","discuss"
"1973","agree"
"1974","agree"
"1975","discuss"
"1976","discuss"
"1977","agree"
"1978","discuss"
"1979","discuss"
"1980","discuss"
"1981","discuss"
"1982","discuss"
"1983","discuss"
"1984","discuss"
"1985","agree"
"1986","agree"
"1987","disagree"
"1988","agree"
"1989","discuss"
"1990","discuss"
"1991","discuss"
"1992","agree"
"1993","discuss"
"1994","discuss"
"1995","discuss"
"1996","disagree"
"1997","agree"
"1998","discuss"
"1999","agree"
"2000","discuss"
"2001","discuss"
"2002","agree"
"2003","disagree"
"2004","discuss"
"2005","disagree"
"2006","discuss"
"2007","discuss"
"2008","discuss"
"2009","discuss"
"2010","discuss"
"2011","discuss"
"2012","discuss"
"2013","discuss"
"2014","discuss"
"2015","discuss"
"2016","discuss"
"2017","agree"
"2018","discuss"
"2019","disagree"
"2020","agree"
"2021","discuss"
"2022","discuss"
"2023","discuss"
"2024","discuss"
"2025","disagree"
"2026","discuss"
"2027","disagree"
"2028","discuss"
"2029","discuss"
"2030","agree"
"2031","discuss"
"2032","discuss"
"2033","discuss"
"2034","discuss"
"2035","agree"
"2036","discuss"
"2037","discuss"
"2038","discuss"
"2039","discuss"
"2040","discuss"
"2041","discuss"
"2042","discuss"
"2043","disagree"
"2044","discuss"
"2045","discuss"
"2046","discuss"
"2047","agree"
"2048","discuss"
"2049","discuss"
"2050","discuss"
"2051","agree"
"2052","disagree"
"2053","discuss"
"2054","discuss"
"2055","discuss"
"2056","discuss"
"2057","agree"
"2058","disagree"
"2059","discuss"
"2060","agree"
"2061","discuss"
"2062","agree"
"2063","discuss"
"2064","discuss"
"2065","discuss"
"2066","agree"
"2067","discuss"
"2068","discuss"
"2069","disagree"
"2070","discuss"
"2071","discuss"
"2072","agree"
"2073","disagree"
"2074","discuss"
"2075","disagree"
"2076","discuss"
"2077","discuss"
"2078","discuss"
"2079","disagree"
"2080","discuss"
"2081","agree"
"2082","discuss"
"2083","discuss"
"2084","disagree"
"2085","discuss"
"2086","discuss"
"2087","discuss"
"2088","discuss"
"2089","discuss"
"2090","agree"
"2091","discuss"
"2092","disagree"
"2093","disagree"
"2094","agree"
"2095","agree"
"2096","agree"
"2097","discuss"
"2098","discuss"
"2099","discuss"
"2100","discuss"
"2101","agree"
"2102","discuss"
"2103","agree"
"2104","discuss"
"2105","disagree"
"2106","agree"
"2107","discuss"
"2108","discuss"
"2109","discuss"
"2110","discuss"
"2111","agree"
"2112","discuss"
"2113","agree"
"2114","discuss"
"2115","discuss"
"2116","disagree"
"2117","discuss"
"2118","discuss"
"2119","discuss"
"2120","agree"
"2121","discuss"
"2122","disagree"
"2123","discuss"
"2124","agree"
"2125","agree"
"2126","discuss"
"2127","discuss"
"2128","discuss"
"2129","discuss"
"2130","agree"
"2131","discuss"
"2132","discuss"
"2133","discuss"
"2134","discuss"
"2135","agree"
"2136","discuss"
"2137","agree"
"2138","discuss"
"2139","discuss"
"2140","discuss"
"2141","discuss"
"2142","discuss"
"2143","disagree"
"2144","discuss"
"2145","discuss"
"2146","discuss"
"2147","agree"
"2148","agree"
"2149","agree"
"2150","discuss"
"2151","discuss"
"2152","agree"
"2153","discuss"
"2154","discuss"
"2155","agree"
"2156","discuss"
"2157","agree"
"2158","discuss"
"2159","discuss"
"2160","discuss"
"2161","disagree"
"2162","agree"
"2163","agree"
"2164","discuss"
"2165","discuss"
"2166","agree"
"2167","agree"
"2168","agree"
"2169","discuss"
"2170","agree"
"2171","agree"
"2172","discuss"
"2173","agree"
"2174","discuss"
"2175","discuss"
"2176","discuss"
"2177","agree"
"2178","discuss"
"2179","discuss"
"2180","discuss"
"2181","agree"
"2182","discuss"
"2183","discuss"
"2184","discuss"
"2185","discuss"
"2186","discuss"
"2187","discuss"
"2188","discuss"
"2189","discuss"
"2190","agree"
"2191","agree"
"2192","agree"
"2193","discuss"
"2194","agree"
"2195","discuss"
"2196","agree"
"2197","discuss"
"2198","discuss"
"2199","agree"
"2200","agree"
"2201","discuss"
"2202","discuss"
"2203","discuss"
"2204","discuss"
"2205","agree"
"2206","discuss"
"2207","discuss"
"2208","discuss"
"2209","agree"
"2210","discuss"
"2211","disagree"
"2212","disagree"
"2213","agree"
"2214","agree"
"2215","discuss"
"2216","discuss"
"2217","discuss"
"2218","disagree"
"2219","discuss"
"2220","agree"
"2221","discuss"
"2222","discuss"
"2223","agree"
"2224","discuss"
"2225","discuss"
"2226","discuss"
"2227","discuss"
"2228","discuss"
"2229","agree"
"2230","agree"
"2231","agree"
"2232","discuss"
"2233","discuss"
"2234","discuss"
"2235","disagree"
"2236","agree"
"2237","agree"
"2238","discuss"
"2239","agree"
"2240","discuss"
"2241","agree"
"2242","discuss"
"2243","discuss"
"2244","discuss"
"2245","discuss"
"2246","agree"
"2247","disagree"
"2248","discuss"
"2249","discuss"
"2250","discuss"
"2251","discuss"
"2252","discuss"
"2253","discuss"
"2254","discuss"
"2255","disagree"
"2256","discuss"
"2257","disagree"
"2258","discuss"
"2259","discuss"
"2260","agree"
"2261","agree"
"2262","agree"
"2263","discuss"
"2264","discuss"
"2265","discuss"
"2266","discuss"
"2267","agree"
"2268","agree"
"2269","discuss"
"2270","disagree"
"2271","discuss"
"2272","discuss"
"2273","discuss"
"2274","discuss"
"2275","disagree"
"2276","agree"
"2277","discuss"
"2278","discuss"
"2279","agree"
"2280","discuss"
"2281","discuss"
"2282","discuss"
"2283","discuss"
"2284","agree"
"2285","discuss"
"2286","discuss"
"2287","disagree"
"2288","discuss"
"2289","discuss"
"2290","discuss"
"2291","agree"
"2292","agree"
"2293","agree"
"2294","discuss"
"2295","discuss"
"2296","discuss"
"2297","discuss"
"2298","discuss"
"2299","discuss"
"2300","discuss"
"2301","discuss"
"2302","discuss"
"2303","agree"
"2304","discuss"
"2305","discuss"
"2306","discuss"
"2307","agree"
"2308","discuss"
"2309","discuss"
"2310","discuss"
"2311","discuss"
"2312","agree"
"2313","discuss"
"2314","agree"
"2315","agree"
"2316","discuss"
"2317","agree"
"2318","discuss"
"2319","agree"
"2320","discuss"
"2321","discuss"
"2322","discuss"
"2323","discuss"
"2324","discuss"
"2325","discuss"
"2326","agree"
"2327","agree"
"2328","discuss"
"2329","discuss"
"2330","discuss"
"2331","discuss"
"2332","discuss"
"2333","discuss"
"2334","agree"
"2335","agree"
"2336","discuss"
"2337","discuss"
"2338","discuss"
"2339","discuss"
"2340","agree"
"2341","discuss"
"2342","discuss"
"2343","discuss"
"2344","discuss"
"2345","agree"
"2346","agree"
"2347","agree"
"2348","discuss"
"2349","discuss"
"2350","discuss"
"2351","discuss"
"2352","disagree"
"2353","agree"
"2354","discuss"
"2355","discuss"
"2356","agree"
"2357","discuss"
"2358","discuss"
"2359","discuss"
"2360","agree"
"2361","disagree"
"2362","agree"
"2363","discuss"
"2364","discuss"
"2365","discuss"
"2366","discuss"
"2367","discuss"
"2368","discuss"
"2369","discuss"
"2370","discuss"
"2371","agree"
"2372","discuss"
"2373","discuss"
"2374","discuss"
"2375","discuss"
"2376","discuss"
"2377","agree"
"2378","agree"
"2379","disagree"
"2380","agree"
"2381","disagree"
"2382","discuss"
"2383","agree"
"2384","discuss"
"2385","discuss"
"2386","discuss"
"2387","agree"
"2388","agree"
"2389","discuss"
"2390","discuss"
"2391","disagree"
"2392","discuss"
"2393","discuss"
"2394","agree"
"2395","discuss"
"2396","agree"
"2397","agree"
"2398","discuss"
"2399","discuss"
"2400","disagree"
"2401","agree"
"2402","discuss"
"2403","agree"
"2404","agree"
"2405","discuss"
"2406","agree"
"2407","discuss"
"2408","agree"
"2409","disagree"
"2410","discuss"
"2411","agree"
"2412","discuss"
"2413","discuss"
"2414","disagree"
"2415","discuss"
"2416","discuss"
"2417","agree"
"2418","discuss"
"2419","discuss"
"2420","discuss"
"2421","discuss"
"2422","discuss"
"2423","discuss"
"2424","agree"
"2425","discuss"
"2426","discuss"
"2427","discuss"
"2428","discuss"
"2429","agree"
"2430","agree"
"2431","discuss"
"2432","discuss"
"2433","agree"
"2434","discuss"
"2435","discuss"
"2436","discuss"
"2437","discuss"
"2438","discuss"
"2439","discuss"
"2440","discuss"
"2441","discuss"
"2442","discuss"
"2443","discuss"
"2444","disagree"
"2445","agree"
"2446","discuss"
"2447","discuss"
"2448","agree"
"2449","agree"
"2450","discuss"
"2451","discuss"
"2452","discuss"
"2453","discuss"
"2454","disagree"
"2455","agree"
"2456","discuss"
"2457","discuss"
"2458","discuss"
"2459","agree"
"2460","discuss"
"2461","disagree"
"2462","agree"
"2463","discuss"
"2464","agree"
"2465","agree"
"2466","agree"
"2467","discuss"
"2468","discuss"
"2469","discuss"
"2470","disagree"
"2471","agree"
"2472","discuss"
"2473","discuss"
"2474","agree"
"2475","discuss"
"2476","discuss"
"2477","discuss"
"2478","discuss"
"2479","agree"
"2480","discuss"
"2481","discuss"
"2482","discuss"
"2483","discuss"
"2484","discuss"
"2485","agree"
"2486","discuss"
"2487","discuss"
"2488","discuss"
"2489","discuss"
"2490","discuss"
"2491","discuss"
"2492","discuss"
"2493","discuss"
"2494","agree"
"2495","discuss"
"2496","disagree"
"2497","disagree"
"2498","discuss"
"2499","discuss"
"2500","discuss"
"2501","discuss"
"2502","agree"
"2503","discuss"
"2504","agree"
"2505","agree"
"2506","discuss"
"2507","discuss"
"2508","agree"
"2509","agree"
"2510","discuss"
"2511","agree"
"2512","discuss"
"2513","discuss"
"2514","discuss"
"2515","discuss"
"2516","discuss"
"2517","discuss"
"2518","discuss"
"2519","agree"
"2520","discuss"
"2521","disagree"
"2522","agree"
"2523","agree"
"2524","discuss"
"2525","discuss"
"2526","discuss"
"2527","agree"
"2528","discuss"
"2529","agree"
"2530","agree"
"2531","discuss"
"2532","discuss"
"2533","discuss"
"2534","agree"
"2535","agree"
"2536","discuss"
"2537","discuss"
"2538","discuss"
"2539","agree"
"2540","discuss"
"2541","agree"
"2542","discuss"
"2543","discuss"
"2544","discuss"
"2545","agree"
"2546","agree"
"2547","discuss"
"2548","disagree"
"2549","discuss"
"2550","agree"
"2551","disagree"
"2552","discuss"
"2553","agree"
"2554","discuss"
"2555","discuss"
"2556","discuss"
"2557","discuss"
"2558","discuss"
"2559","discuss"
"2560","agree"
"2561","agree"
"2562","agree"
"2563","discuss"
"2564","discuss"
"2565","disagree"
"2566","agree"
"2567","discuss"
"2568","discuss"
"2569","agree"
"2570","discuss"
"2571","discuss"
"2572","disagree"
"2573","disagree"
"2574","agree"
"2575","agree"
"2576","disagree"
"2577","discuss"
"2578","discuss"
"2579","discuss"
"2580","agree"
"2581","disagree"
"2582","discuss"
"2583","discuss"
"2584","discuss"
"2585","discuss"
"2586","discuss"
"2587","agree"
"2588","discuss"
"2589","discuss"
"2590","agree"
"2591","agree"
"2592","discuss"
"2593","discuss"
"2594","discuss"
"2595","agree"
"2596","disagree"
"2597","discuss"
"2598","discuss"
"2599","discuss"
"2600","disagree"
"2601","discuss"
"2602","disagree"
"2603","agree"
"2604","discuss"
"2605","agree"
"2606","agree"
"2607","discuss"
"2608","discuss"
"2609","discuss"
"2610","discuss"
"2611","discuss"
"2612","agree"
"2613","disagree"
"2614","agree"
"2615","agree"
"2616","agree"
"2617","discuss"
"2618","discuss"
"2619","discuss"
"2620","discuss"
"2621","discuss"
"2622","discuss"
"2623","discuss"
"2624","discuss"
"2625","discuss"
"2626","discuss"
"2627","discuss"
"2628","agree"
"2629","agree"
"2630","discuss"
"2631","discuss"
"2632","discuss"
"2633","discuss"
"2634","discuss"
"2635","agree"
"2636","discuss"
"2637","discuss"
"2638","agree"
"2639","discuss"
"2640","agree"
"2641","agree"
"2642","disagree"
"2643","discuss"
"2644","disagree"
"2645","discuss"
"2646","discuss"
"2647","agree"
"2648","agree"
"2649","discuss"
"2650","discuss"
"2651","discuss"
"2652","discuss"
"2653","discuss"
"2654","discuss"
"2655","agree"
"2656","discuss"
"2657","discuss"
"2658","discuss"
"2659","discuss"
"2660","discuss"
"2661","discuss"
"2662","discuss"
"2663","discuss"
"2664","discuss"
"2665","discuss"
"2666","discuss"
"2667","discuss"
"2668","discuss"
"2669","discuss"
"2670","disagree"
"2671","discuss"
"2672","agree"
"2673","discuss"
"2674","discuss"
"2675","discuss"
"2676","disagree"
"2677","discuss"
"2678","discuss"
"2679","discuss"
"2680","disagree"
"2681","agree"
"2682","discuss"
"2683","agree"
"2684","discuss"
"2685","agree"
"2686","agree"
"2687","discuss"
"2688","discuss"
"2689","discuss"
"2690","agree"
"2691","discuss"
"2692","discuss"
"2693","discuss"
"2694","discuss"
"2695","disagree"
"2696","discuss"
"2697","agree"
"2698","discuss"
"2699","agree"
"2700","agree"
"2701","discuss"
"2702","agree"
"2703","agree"
"2704","discuss"
"2705","agree"
"2706","discuss"
"2707","discuss"
"2708","discuss"
"2709","discuss"
"2710","discuss"
"2711","agree"
"2712","discuss"
"2713","discuss"
"2714","discuss"
"2715","discuss"
"2716","disagree"
"2717","agree"
"2718","discuss"
"2719","agree"
"2720","agree"
"2721","discuss"
"2722","discuss"
"2723","discuss"
"2724","disagree"
"2725","discuss"
"2726","discuss"
"2727","discuss"
"2728","agree"
"2729","discuss"
"2730","discuss"
"2731","discuss"
"2732","discuss"
"2733","disagree"
"2734","discuss"
"2735","discuss"
"2736","disagree"
"2737","discuss"
"2738","discuss"
"2739","discuss"
"2740","discuss"
"2741","discuss"
"2742","agree"
"2743","discuss"
"2744","agree"
"2745","discuss"
"2746","agree"
"2747","disagree"
"2748","discuss"
"2749","discuss"
"2750","agree"
"2751","discuss"
"2752","discuss"
"2753","discuss"
"2754","discuss"
"2755","agree"
"2756","agree"
"2757","discuss"
"2758","discuss"
"2759","agree"
"2760","discuss"
"2761","discuss"
"2762","discuss"
"2763","discuss"
"2764","discuss"
"2765","discuss"
"2766","agree"
"2767","disagree"
"2768","agree"
"2769","discuss"
"2770","discuss"
"2771","discuss"
"2772","discuss"
"2773","discuss"
"2774","discuss"
"2775","discuss"
"2776","discuss"
"2777","discuss"
"2778","agree"
"2779","disagree"
"2780","discuss"
"2781","discuss"
"2782","discuss"
"2783","disagree"
"2784","discuss"
"2785","disagree"
"2786","discuss"
"2787","discuss"
"2788","discuss"
"2789","discuss"
"2790","agree"
"2791","agree"
"2792","discuss"
"2793","discuss"
"2794","discuss"
"2795","agree"
"2796","discuss"
"2797","discuss"
"2798","discuss"
"2799","discuss"
"2800","agree"
"2801","disagree"
"2802","discuss"
"2803","agree"
"2804","agree"
"2805","discuss"
"2806","discuss"
"2807","agree"
"2808","disagree"
"2809","agree"
"2810","agree"
"2811","agree"
"2812","disagree"
"2813","discuss"
"2814","discuss"
"2815","agree"
"2816","discuss"
"2817","agree"
"2818","discuss"
"2819","agree"
"2820","discuss"
"2821","agree"
"2822","agree"
"2823","agree"
"2824","agree"
"2825","discuss"
"2826","discuss"
"2827","discuss"
"2828","agree"
"2829","discuss"
"2830","agree"
"2831","agree"
"2832","discuss"
"2833","disagree"
"2834","discuss"
"2835","discuss"
"2836","discuss"
"2837","agree"
"2838","agree"
"2839","disagree"
"2840","discuss"
"2841","discuss"
"2842","discuss"
"2843","discuss"
"2844","discuss"
"2845","discuss"
"2846","discuss"
"2847","agree"
"2848","agree"
"2849","disagree"
"2850","discuss"
"2851","discuss"
"2852","agree"
"2853","discuss"
"2854","agree"
"2855","discuss"
"2856","discuss"
"2857","discuss"
"2858","discuss"
"2859","agree"
"2860","discuss"
"2861","agree"
"2862","disagree"
"2863","discuss"
"2864","discuss"
"2865","discuss"
"2866","discuss"
"2867","discuss"
"2868","agree"
"2869","discuss"
"2870","discuss"
"2871","discuss"
"2872","discuss"
"2873","agree"
"2874","discuss"
"2875","discuss"
"2876","agree"
"2877","discuss"
"2878","discuss"
"2879","discuss"
"2880","agree"
"2881","discuss"
"2882","disagree"
"2883","discuss"
"2884","discuss"
"2885","discuss"
"2886","discuss"
"2887","agree"
"2888","discuss"
"2889","discuss"
"2890","disagree"
"2891","discuss"
"2892","disagree"
"2893","discuss"
"2894","discuss"
"2895","disagree"
"2896","agree"
"2897","discuss"
"2898","discuss"
"2899","discuss"
"2900","discuss"
"2901","agree"
"2902","discuss"
"2903","discuss"
"2904","discuss"
"2905","discuss"
"2906","discuss"
"2907","agree"
"2908","discuss"
"2909","discuss"
"2910","discuss"
"2911","agree"
"2912","disagree"
"2913","discuss"
"2914","agree"
"2915","discuss"
"2916","discuss"
"2917","agree"
"2918","agree"
"2919","agree"
"2920","discuss"
"2921","discuss"
"2922","agree"
"2923","agree"
"2924","discuss"
"2925","discuss"
"2926","discuss"
"2927","discuss"
"2928","discuss"
"2929","agree"
"2930","discuss"
"2931","agree"
"2932","agree"
"2933","disagree"
"2934","discuss"
"2935","discuss"
"2936","discuss"
"2937","agree"
"2938","discuss"
"2939","discuss"
"2940","agree"
"2941","discuss"
"2942","agree"
"2943","discuss"
"2944","disagree"
"2945","discuss"
"2946","discuss"
"2947","discuss"
"2948","discuss"
"2949","discuss"
"2950","discuss"
"2951","discuss"
"2952","discuss"
"2953","agree"
"2954","discuss"
"2955","discuss"
"2956","discuss"
"2957","discuss"
"2958","discuss"
"2959","disagree"
"2960","discuss"
"2961","discuss"
"2962","agree"
"2963","discuss"
"2964","agree"
"2965","discuss"
"2966","discuss"
"2967","agree"
"2968","discuss"
"2969","discuss"
"2970","discuss"
"2971","agree"
"2972","discuss"
"2973","discuss"
"2974","agree"
"2975","discuss"
"2976","discuss"
"2977","agree"
"2978","discuss"
"2979","discuss"
"2980","discuss"
"2981","discuss"
"2982","disagree"
"2983","discuss"
"2984","discuss"
"2985","discuss"
"2986","discuss"
"2987","discuss"
"2988","discuss"
"2989","agree"
"2990","discuss"
"2991","agree"
"2992","discuss"
"2993","agree"
"2994","discuss"
"2995","discuss"
"2996","discuss"
"2997","discuss"
"2998","discuss"
"2999","agree"
"3000","discuss"
"3001","discuss"
"3002","discuss"
"3003","discuss"
"3004","discuss"
"3005","discuss"
"3006","disagree"
"3007","discuss"
"3008","agree"
"3009","discuss"
"3010","discuss"
"3011","disagree"
"3012","agree"
"3013","discuss"
"3014","agree"
"3015","discuss"
"3016","discuss"
"3017","discuss"
"3018","discuss"
"3019","agree"
"3020","disagree"
"3021","discuss"
"3022","agree"
"3023","discuss"
"3024","discuss"
"3025","disagree"
"3026","discuss"
"3027","discuss"
"3028","discuss"
"3029","discuss"
"3030","discuss"
"3031","disagree"
"3032","discuss"
"3033","agree"
"3034","agree"
"3035","discuss"
"3036","agree"
"3037","discuss"
"3038","discuss"
"3039","agree"
"3040","discuss"
"3041","discuss"
"3042","discuss"
"3043","agree"
"3044","discuss"
"3045","agree"
"3046","agree"
"3047","discuss"
"3048","agree"
"3049","disagree"
"3050","discuss"
"3051","agree"
"3052","discuss"
"3053","discuss"
"3054","disagree"
"3055","agree"
"3056","discuss"
"3057","discuss"
"3058","disagree"
"3059","disagree"
"3060","discuss"
"3061","discuss"
"3062","discuss"
"3063","discuss"
"3064","agree"
"3065","discuss"
"3066","discuss"
"3067","discuss"
"3068","discuss"
"3069","agree"
"3070","agree"
"3071","agree"
"3072","disagree"
"3073","discuss"
"3074","disagree"
"3075","agree"
"3076","agree"
"3077","agree"
"3078","discuss"
"3079","discuss"
"3080","discuss"
"3081","agree"
"3082","discuss"
"3083","discuss"
"3084","discuss"
"3085","discuss"
"3086","discuss"
"3087","discuss"
"3088","agree"
"3089","discuss"
"3090","discuss"
"3091","disagree"
"3092","discuss"
"3093","discuss"
"3094","discuss"
"3095","discuss"
"3096","discuss"
"3097","agree"
"3098","agree"
"3099","discuss"
"3100","discuss"
"3101","discuss"
"3102","agree"
"3103","discuss"
"3104","discuss"
"3105","discuss"
"3106","discuss"
"3107","discuss"
"3108","agree"
"3109","disagree"
"3110","discuss"
"3111","discuss"
"3112","discuss"
"3113","discuss"
"3114","discuss"
"3115","discuss"
"3116","discuss"
"3117","agree"
"3118","agree"
"3119","agree"
"3120","discuss"
"3121","agree"
"3122","discuss"
"3123","disagree"
"3124","discuss"
"3125","disagree"
"3126","agree"
"3127","agree"
"3128","agree"
"3129","disagree"
"3130","agree"
"3131","discuss"
"3132","agree"
"3133","discuss"
"3134","agree"
"3135","discuss"
"3136","discuss"
"3137","discuss"
"3138","discuss"
"3139","discuss"
"3140","discuss"
"3141","discuss"
"3142","agree"
"3143","agree"
"3144","discuss"
"3145","discuss"
"3146","agree"
"3147","discuss"
"3148","discuss"
"3149","discuss"
"3150","agree"
"3151","discuss"
"3152","discuss"
"3153","agree"
"3154","discuss"
"3155","discuss"
"3156","discuss"
"3157","discuss"
"3158","discuss"
"3159","agree"
"3160","discuss"
"3161","discuss"
"3162","agree"
"3163","discuss"
"3164","agree"
"3165","agree"
"3166","discuss"
"3167","discuss"
"3168","discuss"
"3169","discuss"
"3170","agree"
"3171","discuss"
"3172","disagree"
"3173","discuss"
"3174","agree"
"3175","discuss"
"3176","discuss"
"3177","agree"
"3178","disagree"
"3179","agree"
"3180","agree"
"3181","discuss"
"3182","discuss"
"3183","discuss"
"3184","discuss"
"3185","discuss"
"3186","discuss"
"3187","discuss"
"3188","discuss"
"3189","discuss"
"3190","discuss"
"3191","discuss"
"3192","discuss"
"3193","discuss"
"3194","discuss"
"3195","discuss"
"3196","discuss"
"3197","discuss"
"3198","discuss"
"3199","discuss"
"3200","discuss"
"3201","discuss"
"3202","discuss"
"3203","discuss"
"3204","disagree"
"3205","discuss"
"3206","discuss"
"3207","agree"
"3208","discuss"
"3209","discuss"
"3210","agree"
"3211","agree"
"3212","agree"
"3213","discuss"
"3214","agree"
"3215","disagree"
"3216","discuss"
"3217","discuss"
"3218","discuss"
"3219","discuss"
"3220","agree"
"3221","discuss"
"3222","agree"
"3223","discuss"
"3224","agree"
"3225","discuss"
"3226","agree"
"3227","discuss"
"3228","discuss"
"3229","agree"
"3230","agree"
"3231","discuss"
"3232","agree"
"3233","discuss"
"3234","discuss"
"3235","disagree"
"3236","discuss"
"3237","discuss"
"3238","discuss"
"3239","discuss"
"3240","discuss"
"3241","agree"
"3242","agree"
"3243","discuss"
"3244","discuss"
"3245","discuss"
"3246","agree"
"3247","discuss"
"3248","discuss"
"3249","discuss"
"3250","discuss"
"3251","discuss"
"3252","discuss"
"3253","discuss"
"3254","discuss"
"3255","discuss"
"3256","agree"
"3257","discuss"
"3258","discuss"
"3259","discuss"
"3260","discuss"
"3261","discuss"
"3262","agree"
"3263","agree"
"3264","agree"
"3265","agree"
"3266","agree"
"3267","discuss"
"3268","discuss"
"3269","agree"
"3270","discuss"
"3271","agree"
"3272","discuss"
"3273","discuss"
"3274","agree"
"3275","discuss"
"3276","discuss"
"3277","discuss"
"3278","discuss"
"3279","discuss"
"3280","discuss"
"3281","agree"
"3282","discuss"
"3283","discuss"
"3284","discuss"
"3285","discuss"
"3286","disagree"
"3287","discuss"
"3288","agree"
"3289","discuss"
"3290","discuss"
"3291","discuss"
"3292","discuss"
"3293","discuss"
"3294","agree"
"3295","discuss"
"3296","agree"
"3297","discuss"
"3298","agree"
"3299","discuss"
"3300","discuss"
"3301","agree"
"3302","agree"
"3303","agree"
"3304","discuss"
"3305","disagree"
"3306","discuss"
"3307","agree"
"3308","discuss"
"3309","disagree"
"3310","discuss"
"3311","discuss"
"3312","discuss"
"3313","agree"
"3314","discuss"
"3315","agree"
"3316","agree"
"3317","agree"
"3318","disagree"
"3319","discuss"
"3320","agree"
"3321","discuss"
